category,description,month,count
All Other,FORGERY - UNDETERMINED,2015-02-01,1
All Other,FORGERY - UNDETERMINED,2020-02-01,1
All Other,FORGERY - USING/UTTERING,2015-02-01,1
All Other,FORGERY - USING/UTTERING,2015-03-01,5
All Other,FORGERY - USING/UTTERING,2015-04-01,5
All Other,FORGERY - USING/UTTERING,2015-05-01,2
All Other,FORGERY - USING/UTTERING,2015-06-01,2
All Other,FORGERY - USING/UTTERING,2015-07-01,4
All Other,FORGERY - USING/UTTERING,2015-08-01,7
All Other,FORGERY - USING/UTTERING,2015-09-01,1
All Other,FORGERY - USING/UTTERING,2015-10-01,4
All Other,FORGERY - USING/UTTERING,2015-11-01,2
All Other,FORGERY - USING/UTTERING,2015-12-01,2
All Other,FORGERY - USING/UTTERING,2016-01-01,2
All Other,FORGERY - USING/UTTERING,2016-02-01,5
All Other,FORGERY - USING/UTTERING,2016-03-01,1
All Other,FORGERY - USING/UTTERING,2016-04-01,4
All Other,FORGERY - USING/UTTERING,2016-05-01,2
All Other,FORGERY - USING/UTTERING,2016-06-01,3
All Other,FORGERY - USING/UTTERING,2016-07-01,4
All Other,FORGERY - USING/UTTERING,2016-09-01,2
All Other,FORGERY - USING/UTTERING,2016-11-01,1
All Other,FORGERY - USING/UTTERING,2016-12-01,7
All Other,FORGERY - USING/UTTERING,2017-01-01,5
All Other,FORGERY - USING/UTTERING,2017-02-01,1
All Other,FORGERY - USING/UTTERING,2017-03-01,4
All Other,FORGERY - USING/UTTERING,2017-04-01,4
All Other,FORGERY - USING/UTTERING,2017-05-01,4
All Other,FORGERY - USING/UTTERING,2017-06-01,2
All Other,FORGERY - USING/UTTERING,2017-07-01,3
All Other,FORGERY - USING/UTTERING,2017-08-01,3
All Other,FORGERY - USING/UTTERING,2017-09-01,3
All Other,FORGERY - USING/UTTERING,2017-10-01,2
All Other,FORGERY - USING/UTTERING,2017-11-01,5
All Other,FORGERY - USING/UTTERING,2017-12-01,3
All Other,FORGERY - USING/UTTERING,2018-01-01,6
All Other,FORGERY - USING/UTTERING,2018-02-01,1
All Other,FORGERY - USING/UTTERING,2018-03-01,2
All Other,FORGERY - USING/UTTERING,2018-04-01,2
All Other,FORGERY - USING/UTTERING,2018-05-01,4
All Other,FORGERY - USING/UTTERING,2018-06-01,1
All Other,FORGERY - USING/UTTERING,2018-07-01,1
All Other,FORGERY - USING/UTTERING,2018-08-01,4
All Other,FORGERY - USING/UTTERING,2018-10-01,2
All Other,FORGERY - USING/UTTERING,2018-11-01,5
All Other,FORGERY - USING/UTTERING,2018-12-01,4
All Other,FORGERY - USING/UTTERING,2019-01-01,3
All Other,FORGERY - USING/UTTERING,2019-02-01,3
All Other,FORGERY - USING/UTTERING,2019-03-01,6
All Other,FORGERY - USING/UTTERING,2019-04-01,4
All Other,FORGERY - USING/UTTERING,2019-05-01,1
All Other,FORGERY - USING/UTTERING,2019-06-01,2
All Other,FORGERY - USING/UTTERING,2019-07-01,3
All Other,FORGERY - USING/UTTERING,2019-08-01,2
All Other,FORGERY - USING/UTTERING,2019-09-01,4
All Other,FORGERY - USING/UTTERING,2019-10-01,2
All Other,FORGERY - USING/UTTERING,2019-11-01,2
All Other,FORGERY - USING/UTTERING,2019-12-01,3
All Other,FORGERY - USING/UTTERING,2020-01-01,3
All Other,FORGERY - USING/UTTERING,2020-02-01,1
All Other,FORGERY - USING/UTTERING,2020-04-01,1
All Other,FORGERY - USING/UTTERING,2020-05-01,1
All Other,FORGERY - USING/UTTERING,2020-06-01,1
All Other,FORGERY - USING/UTTERING,2020-07-01,1
All Other,FORGERY - USING/UTTERING,2020-08-01,5
All Other,FORGERY - USING/UTTERING,2020-09-01,1
All Other,FORGERY - USING/UTTERING,2020-10-01,2
All Other,FORGERY - USING/UTTERING,2020-11-01,1
All Other,FORGERY - USING/UTTERING,2020-12-01,4
All Other,FORGERY - USING/UTTERING,2021-02-01,2
All Other,FORGERY - USING/UTTERING,2021-03-01,3
All Other,FORGERY - USING/UTTERING,2021-04-01,1
All Other,FORGERY - USING/UTTERING,2021-06-01,3
All Other,FORGERY - USING/UTTERING,2021-07-01,2
All Other,FORGERY - USING/UTTERING,2021-08-01,3
All Other,FORGERY - USING/UTTERING,2021-09-01,2
All Other,FORGERY - USING/UTTERING,2021-10-01,4
All Other,FORGERY - USING/UTTERING,2021-11-01,5
All Other,FORGERY - USING/UTTERING,2021-12-01,3
All Other,FORGERY - USING/UTTERING,2022-01-01,2
All Other,FORGERY - USING/UTTERING,2022-04-01,1
All Other,FORGERY - USING/UTTERING,2022-05-01,3
All Other,FORGERY - USING/UTTERING,2022-06-01,2
All Other,FORGERY - USING/UTTERING,2022-07-01,1
All Other,FORGERY - USING/UTTERING,2022-09-01,3
All Other,FORGERY - USING/UTTERING,2022-10-01,3
All Other,FORGERY - USING/UTTERING,2022-12-01,3
All Other,FORGERY - USING/UTTERING,2023-01-01,1
All Other,FORGERY - USING/UTTERING,2023-02-01,2
All Other,FOUND/LOST PROPERTY,2022-09-01,1
All Other,FRAUD - ALL OTHER,2015-01-01,6
All Other,FRAUD - ALL OTHER,2015-02-01,5
All Other,FRAUD - ALL OTHER,2015-03-01,7
All Other,FRAUD - ALL OTHER,2015-04-01,8
All Other,FRAUD - ALL OTHER,2015-05-01,4
All Other,FRAUD - ALL OTHER,2015-06-01,6
All Other,FRAUD - ALL OTHER,2015-07-01,6
All Other,FRAUD - ALL OTHER,2015-08-01,6
All Other,FRAUD - ALL OTHER,2015-09-01,6
All Other,FRAUD - ALL OTHER,2015-10-01,7
All Other,FRAUD - ALL OTHER,2015-11-01,14
All Other,FRAUD - ALL OTHER,2015-12-01,16
All Other,FRAUD - ALL OTHER,2016-01-01,3
All Other,FRAUD - ALL OTHER,2016-02-01,2
All Other,FRAUD - ALL OTHER,2016-03-01,11
All Other,FRAUD - ALL OTHER,2016-04-01,12
All Other,FRAUD - ALL OTHER,2016-05-01,7
All Other,FRAUD - ALL OTHER,2016-06-01,11
All Other,FRAUD - ALL OTHER,2016-07-01,10
All Other,FRAUD - ALL OTHER,2016-08-01,8
All Other,FRAUD - ALL OTHER,2016-09-01,8
All Other,FRAUD - ALL OTHER,2016-10-01,10
All Other,FRAUD - ALL OTHER,2016-11-01,5
All Other,FRAUD - ALL OTHER,2016-12-01,14
All Other,FRAUD - ALL OTHER,2017-01-01,11
All Other,FRAUD - ALL OTHER,2017-02-01,9
All Other,FRAUD - ALL OTHER,2017-03-01,12
All Other,FRAUD - ALL OTHER,2017-04-01,16
All Other,FRAUD - ALL OTHER,2017-05-01,10
All Other,FRAUD - ALL OTHER,2017-06-01,6
All Other,FRAUD - ALL OTHER,2017-07-01,9
All Other,FRAUD - ALL OTHER,2017-08-01,7
All Other,FRAUD - ALL OTHER,2017-09-01,9
All Other,FRAUD - ALL OTHER,2017-10-01,4
All Other,FRAUD - ALL OTHER,2017-11-01,7
All Other,FRAUD - ALL OTHER,2017-12-01,8
All Other,FRAUD - ALL OTHER,2018-01-01,7
All Other,FRAUD - ALL OTHER,2018-02-01,11
All Other,FRAUD - ALL OTHER,2018-03-01,9
All Other,FRAUD - ALL OTHER,2018-04-01,11
All Other,FRAUD - ALL OTHER,2018-05-01,10
All Other,FRAUD - ALL OTHER,2018-06-01,10
All Other,FRAUD - ALL OTHER,2018-07-01,11
All Other,FRAUD - ALL OTHER,2018-08-01,5
All Other,FRAUD - ALL OTHER,2018-09-01,10
All Other,FRAUD - ALL OTHER,2018-10-01,11
All Other,FRAUD - ALL OTHER,2018-11-01,9
All Other,FRAUD - ALL OTHER,2018-12-01,8
All Other,FRAUD - ALL OTHER,2019-01-01,7
All Other,FRAUD - ALL OTHER,2019-02-01,9
All Other,FRAUD - ALL OTHER,2019-03-01,9
All Other,FRAUD - ALL OTHER,2019-04-01,6
All Other,FRAUD - ALL OTHER,2019-05-01,11
All Other,FRAUD - ALL OTHER,2019-06-01,6
All Other,FRAUD - ALL OTHER,2019-07-01,3
All Other,FRAUD - ALL OTHER,2019-08-01,7
All Other,FRAUD - ALL OTHER,2019-09-01,19
All Other,FRAUD - ALL OTHER,2019-10-01,4
All Other,FRAUD - ALL OTHER,2019-11-01,7
All Other,FRAUD - ALL OTHER,2019-12-01,9
All Other,FRAUD - ALL OTHER,2020-01-01,10
All Other,FRAUD - ALL OTHER,2020-02-01,10
All Other,FRAUD - ALL OTHER,2020-03-01,9
All Other,FRAUD - ALL OTHER,2020-04-01,9
All Other,FRAUD - ALL OTHER,2020-05-01,4
All Other,FRAUD - ALL OTHER,2020-06-01,8
All Other,FRAUD - ALL OTHER,2020-07-01,9
All Other,FRAUD - ALL OTHER,2020-08-01,6
All Other,FRAUD - ALL OTHER,2020-09-01,9
All Other,FRAUD - ALL OTHER,2020-10-01,10
All Other,FRAUD - ALL OTHER,2020-11-01,4
All Other,FRAUD - ALL OTHER,2020-12-01,6
All Other,FRAUD - ALL OTHER,2021-01-01,12
All Other,FRAUD - ALL OTHER,2021-02-01,14
All Other,FRAUD - ALL OTHER,2021-03-01,6
All Other,FRAUD - ALL OTHER,2021-04-01,12
All Other,FRAUD - ALL OTHER,2021-05-01,11
All Other,FRAUD - ALL OTHER,2021-06-01,11
All Other,FRAUD - ALL OTHER,2021-07-01,8
All Other,FRAUD - ALL OTHER,2021-08-01,8
All Other,FRAUD - ALL OTHER,2021-09-01,6
All Other,FRAUD - ALL OTHER,2021-10-01,10
All Other,FRAUD - ALL OTHER,2021-11-01,12
All Other,FRAUD - ALL OTHER,2021-12-01,7
All Other,FRAUD - ALL OTHER,2022-01-01,6
All Other,FRAUD - ALL OTHER,2022-02-01,11
All Other,FRAUD - ALL OTHER,2022-03-01,4
All Other,FRAUD - ALL OTHER,2022-04-01,5
All Other,FRAUD - ALL OTHER,2022-05-01,4
All Other,FRAUD - ALL OTHER,2022-06-01,3
All Other,FRAUD - ALL OTHER,2022-07-01,6
All Other,FRAUD - ALL OTHER,2022-08-01,7
All Other,FRAUD - ALL OTHER,2022-09-01,9
All Other,FRAUD - ALL OTHER,2022-10-01,11
All Other,FRAUD - ALL OTHER,2022-11-01,11
All Other,FRAUD - ALL OTHER,2022-12-01,7
All Other,FRAUD - ALL OTHER,2023-01-01,11
All Other,FRAUD - ALL OTHER,2023-02-01,12
All Other,FRAUD - ALL OTHER,2023-03-01,1
All Other,FRAUD - ALL OTHER FRAUD,2022-10-01,1
All Other,FRAUD - CREDIT CARD/ATM,2015-01-01,10
All Other,FRAUD - CREDIT CARD/ATM,2015-02-01,13
All Other,FRAUD - CREDIT CARD/ATM,2015-03-01,21
All Other,FRAUD - CREDIT CARD/ATM,2015-04-01,14
All Other,FRAUD - CREDIT CARD/ATM,2015-05-01,15
All Other,FRAUD - CREDIT CARD/ATM,2015-06-01,23
All Other,FRAUD - CREDIT CARD/ATM,2015-07-01,14
All Other,FRAUD - CREDIT CARD/ATM,2015-08-01,10
All Other,FRAUD - CREDIT CARD/ATM,2015-09-01,18
All Other,FRAUD - CREDIT CARD/ATM,2015-10-01,11
All Other,FRAUD - CREDIT CARD/ATM,2015-11-01,20
All Other,FRAUD - CREDIT CARD/ATM,2015-12-01,16
All Other,FRAUD - CREDIT CARD/ATM,2016-01-01,15
All Other,FRAUD - CREDIT CARD/ATM,2016-02-01,13
All Other,FRAUD - CREDIT CARD/ATM,2016-03-01,15
All Other,FRAUD - CREDIT CARD/ATM,2016-04-01,13
All Other,FRAUD - CREDIT CARD/ATM,2016-05-01,23
All Other,FRAUD - CREDIT CARD/ATM,2016-06-01,31
All Other,FRAUD - CREDIT CARD/ATM,2016-07-01,31
All Other,FRAUD - CREDIT CARD/ATM,2016-08-01,21
All Other,FRAUD - CREDIT CARD/ATM,2016-09-01,31
All Other,FRAUD - CREDIT CARD/ATM,2016-10-01,16
All Other,FRAUD - CREDIT CARD/ATM,2016-11-01,15
All Other,FRAUD - CREDIT CARD/ATM,2016-12-01,26
All Other,FRAUD - CREDIT CARD/ATM,2017-01-01,19
All Other,FRAUD - CREDIT CARD/ATM,2017-02-01,17
All Other,FRAUD - CREDIT CARD/ATM,2017-03-01,11
All Other,FRAUD - CREDIT CARD/ATM,2017-04-01,17
All Other,FRAUD - CREDIT CARD/ATM,2017-05-01,16
All Other,FRAUD - CREDIT CARD/ATM,2017-06-01,19
All Other,FRAUD - CREDIT CARD/ATM,2017-07-01,8
All Other,FRAUD - CREDIT CARD/ATM,2017-08-01,19
All Other,FRAUD - CREDIT CARD/ATM,2017-09-01,18
All Other,FRAUD - CREDIT CARD/ATM,2017-10-01,14
All Other,FRAUD - CREDIT CARD/ATM,2017-11-01,19
All Other,FRAUD - CREDIT CARD/ATM,2017-12-01,19
All Other,FRAUD - CREDIT CARD/ATM,2018-01-01,18
All Other,FRAUD - CREDIT CARD/ATM,2018-02-01,15
All Other,FRAUD - CREDIT CARD/ATM,2018-03-01,13
All Other,FRAUD - CREDIT CARD/ATM,2018-04-01,12
All Other,FRAUD - CREDIT CARD/ATM,2018-05-01,11
All Other,FRAUD - CREDIT CARD/ATM,2018-06-01,12
All Other,FRAUD - CREDIT CARD/ATM,2018-07-01,9
All Other,FRAUD - CREDIT CARD/ATM,2018-08-01,15
All Other,FRAUD - CREDIT CARD/ATM,2018-09-01,3
All Other,FRAUD - CREDIT CARD/ATM,2018-10-01,10
All Other,FRAUD - CREDIT CARD/ATM,2018-11-01,11
All Other,FRAUD - CREDIT CARD/ATM,2018-12-01,16
All Other,FRAUD - CREDIT CARD/ATM,2019-01-01,12
All Other,FRAUD - CREDIT CARD/ATM,2019-02-01,24
All Other,FRAUD - CREDIT CARD/ATM,2019-03-01,16
All Other,FRAUD - CREDIT CARD/ATM,2019-04-01,23
All Other,FRAUD - CREDIT CARD/ATM,2019-05-01,11
All Other,FRAUD - CREDIT CARD/ATM,2019-06-01,24
All Other,FRAUD - CREDIT CARD/ATM,2019-07-01,12
All Other,FRAUD - CREDIT CARD/ATM,2019-08-01,10
All Other,FRAUD - CREDIT CARD/ATM,2019-09-01,13
All Other,FRAUD - CREDIT CARD/ATM,2019-10-01,14
All Other,FRAUD - CREDIT CARD/ATM,2019-11-01,14
All Other,FRAUD - CREDIT CARD/ATM,2019-12-01,11
All Other,FRAUD - CREDIT CARD/ATM,2020-01-01,15
All Other,FRAUD - CREDIT CARD/ATM,2020-02-01,10
All Other,FRAUD - CREDIT CARD/ATM,2020-03-01,12
All Other,FRAUD - CREDIT CARD/ATM,2020-04-01,11
All Other,FRAUD - CREDIT CARD/ATM,2020-05-01,9
All Other,FRAUD - CREDIT CARD/ATM,2020-06-01,16
All Other,FRAUD - CREDIT CARD/ATM,2020-07-01,9
All Other,FRAUD - CREDIT CARD/ATM,2020-08-01,8
All Other,FRAUD - CREDIT CARD/ATM,2020-09-01,10
All Other,FRAUD - CREDIT CARD/ATM,2020-10-01,11
All Other,FRAUD - CREDIT CARD/ATM,2020-11-01,21
All Other,FRAUD - CREDIT CARD/ATM,2020-12-01,19
All Other,FRAUD - CREDIT CARD/ATM,2021-01-01,12
All Other,FRAUD - CREDIT CARD/ATM,2021-02-01,10
All Other,FRAUD - CREDIT CARD/ATM,2021-03-01,10
All Other,FRAUD - CREDIT CARD/ATM,2021-04-01,11
All Other,FRAUD - CREDIT CARD/ATM,2021-05-01,11
All Other,FRAUD - CREDIT CARD/ATM,2021-06-01,14
All Other,FRAUD - CREDIT CARD/ATM,2021-07-01,8
All Other,FRAUD - CREDIT CARD/ATM,2021-08-01,13
All Other,FRAUD - CREDIT CARD/ATM,2021-09-01,8
All Other,FRAUD - CREDIT CARD/ATM,2021-10-01,8
All Other,FRAUD - CREDIT CARD/ATM,2021-11-01,18
All Other,FRAUD - CREDIT CARD/ATM,2021-12-01,18
All Other,FRAUD - CREDIT CARD/ATM,2022-01-01,11
All Other,FRAUD - CREDIT CARD/ATM,2022-02-01,14
All Other,FRAUD - CREDIT CARD/ATM,2022-03-01,17
All Other,FRAUD - CREDIT CARD/ATM,2022-04-01,13
All Other,FRAUD - CREDIT CARD/ATM,2022-05-01,27
All Other,FRAUD - CREDIT CARD/ATM,2022-06-01,13
All Other,FRAUD - CREDIT CARD/ATM,2022-07-01,16
All Other,FRAUD - CREDIT CARD/ATM,2022-08-01,16
All Other,FRAUD - CREDIT CARD/ATM,2022-09-01,15
All Other,FRAUD - CREDIT CARD/ATM,2022-10-01,17
All Other,FRAUD - CREDIT CARD/ATM,2022-11-01,11
All Other,FRAUD - CREDIT CARD/ATM,2022-12-01,10
All Other,FRAUD - CREDIT CARD/ATM,2023-01-01,14
All Other,FRAUD - CREDIT CARD/ATM,2023-02-01,18
All Other,FRAUD - CREDIT CARD/ATM,2023-03-01,1
All Other,FRAUD - FAILURE TO RETURN HIRED PROPERTY,2022-10-01,1
All Other,FRAUD - FAILURE TO RETURN HIRED PROPERTY,2023-01-01,2
All Other,FRAUD - FAILURE TO RETURN HIRED PROPERTY,2023-02-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2019-03-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2019-04-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2019-08-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2019-09-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2019-12-01,2
All Other,FRAUD - HACKING/COMPUTER INVASION,2020-02-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2020-08-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-01-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-02-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-05-01,2
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-08-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-09-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2021-11-01,3
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-02-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-03-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-05-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-09-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-10-01,1
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-11-01,2
All Other,FRAUD - HACKING/COMPUTER INVASION,2022-12-01,2
All Other,FRAUD - HACKING/COMPUTER INVASION,2023-02-01,1
All Other,FRAUD - IMPERSONATION,2015-01-01,10
All Other,FRAUD - IMPERSONATION,2015-02-01,5
All Other,FRAUD - IMPERSONATION,2015-03-01,9
All Other,FRAUD - IMPERSONATION,2015-04-01,13
All Other,FRAUD - IMPERSONATION,2015-05-01,12
All Other,FRAUD - IMPERSONATION,2015-06-01,4
All Other,FRAUD - IMPERSONATION,2015-07-01,6
All Other,FRAUD - IMPERSONATION,2015-08-01,5
All Other,FRAUD - IMPERSONATION,2015-09-01,10
All Other,FRAUD - IMPERSONATION,2015-10-01,13
All Other,FRAUD - IMPERSONATION,2015-11-01,8
All Other,FRAUD - IMPERSONATION,2015-12-01,4
All Other,FRAUD - IMPERSONATION,2016-01-01,13
All Other,FRAUD - IMPERSONATION,2016-02-01,9
All Other,FRAUD - IMPERSONATION,2016-03-01,9
All Other,FRAUD - IMPERSONATION,2016-04-01,13
All Other,FRAUD - IMPERSONATION,2016-05-01,14
All Other,FRAUD - IMPERSONATION,2016-06-01,8
All Other,FRAUD - IMPERSONATION,2016-07-01,11
All Other,FRAUD - IMPERSONATION,2016-08-01,14
All Other,FRAUD - IMPERSONATION,2016-09-01,24
All Other,FRAUD - IMPERSONATION,2016-10-01,7
All Other,FRAUD - IMPERSONATION,2016-11-01,18
All Other,FRAUD - IMPERSONATION,2016-12-01,15
All Other,FRAUD - IMPERSONATION,2017-01-01,16
All Other,FRAUD - IMPERSONATION,2017-02-01,13
All Other,FRAUD - IMPERSONATION,2017-03-01,15
All Other,FRAUD - IMPERSONATION,2017-04-01,25
All Other,FRAUD - IMPERSONATION,2017-05-01,12
All Other,FRAUD - IMPERSONATION,2017-06-01,15
All Other,FRAUD - IMPERSONATION,2017-07-01,7
All Other,FRAUD - IMPERSONATION,2017-08-01,10
All Other,FRAUD - IMPERSONATION,2017-09-01,6
All Other,FRAUD - IMPERSONATION,2017-10-01,8
All Other,FRAUD - IMPERSONATION,2017-11-01,9
All Other,FRAUD - IMPERSONATION,2017-12-01,6
All Other,FRAUD - IMPERSONATION,2018-01-01,9
All Other,FRAUD - IMPERSONATION,2018-02-01,6
All Other,FRAUD - IMPERSONATION,2018-03-01,10
All Other,FRAUD - IMPERSONATION,2018-04-01,9
All Other,FRAUD - IMPERSONATION,2018-05-01,7
All Other,FRAUD - IMPERSONATION,2018-06-01,7
All Other,FRAUD - IMPERSONATION,2018-07-01,9
All Other,FRAUD - IMPERSONATION,2018-08-01,3
All Other,FRAUD - IMPERSONATION,2018-09-01,4
All Other,FRAUD - IMPERSONATION,2018-10-01,5
All Other,FRAUD - IMPERSONATION,2018-11-01,4
All Other,FRAUD - IMPERSONATION,2018-12-01,2
All Other,FRAUD - IMPERSONATION,2019-01-01,1
All Other,FRAUD - IMPERSONATION,2019-02-01,2
All Other,FRAUD - IMPERSONATION,2019-03-01,1
All Other,FRAUD - IMPERSONATION,2019-04-01,2
All Other,FRAUD - IMPERSONATION,2019-05-01,4
All Other,FRAUD - IMPERSONATION,2019-06-01,1
All Other,FRAUD - IMPERSONATION,2019-07-01,1
All Other,FRAUD - IMPERSONATION,2019-08-01,1
All Other,FRAUD - IMPERSONATION,2019-10-01,4
All Other,FRAUD - IMPERSONATION,2019-11-01,3
All Other,FRAUD - IMPERSONATION,2020-01-01,2
All Other,FRAUD - IMPERSONATION,2020-05-01,1
All Other,FRAUD - IMPERSONATION,2020-06-01,2
All Other,FRAUD - IMPERSONATION,2020-08-01,2
All Other,FRAUD - IMPERSONATION,2020-11-01,1
All Other,FRAUD - IMPERSONATION,2021-01-01,1
All Other,FRAUD - IMPERSONATION,2021-04-01,1
All Other,FRAUD - IMPERSONATION,2021-06-01,3
All Other,FRAUD - IMPERSONATION,2021-08-01,2
All Other,FRAUD - IMPERSONATION,2021-09-01,1
All Other,FRAUD - IMPERSONATION,2021-10-01,5
All Other,FRAUD - IMPERSONATION,2021-11-01,3
All Other,FRAUD - IMPERSONATION,2021-12-01,1
All Other,FRAUD - IMPERSONATION,2022-01-01,4
All Other,FRAUD - IMPERSONATION,2022-03-01,1
All Other,FRAUD - IMPERSONATION,2022-04-01,4
All Other,FRAUD - IMPERSONATION,2022-08-01,1
All Other,FRAUD - IMPERSONATION,2022-10-01,2
All Other,FRAUD - IMPERSONATION,2022-11-01,1
All Other,FRAUD - IMPERSONATION,2022-12-01,1
All Other,FRAUD - IMPERSONATION,2023-02-01,1
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-01-01,10
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-02-01,6
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-03-01,15
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-04-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-05-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-06-01,12
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-07-01,17
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-08-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-09-01,14
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-10-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-11-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2015-12-01,16
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-01-01,20
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-02-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-03-01,6
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-04-01,12
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-05-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-06-01,12
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-07-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-08-01,15
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-09-01,12
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-10-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-11-01,18
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2016-12-01,19
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-01-01,20
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-02-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-03-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-04-01,10
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-05-01,7
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-06-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-07-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-08-01,15
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-09-01,22
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-10-01,16
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-11-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2017-12-01,18
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-01-01,23
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-02-01,7
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-03-01,8
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-04-01,19
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-05-01,6
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-06-01,8
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-07-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-08-01,18
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-09-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-10-01,15
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-11-01,6
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2018-12-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-01-01,16
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-02-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-03-01,9
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-04-01,16
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-05-01,11
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-06-01,17
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-07-01,10
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-08-01,13
All Other,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,2019-09-01,20
